,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
4474,Seal,Seal,Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,0.583,0.532,10,-7.11,0,0.0309,0.0,0.306,0.223,131.741,288427,3,0
4475,Pretenders,Last of the Independents,I'll Stand by You,3Nf8oGn1okobzjDcFCvT6n,0.43799999999999994,0.606,7,-6.5489999999999995,1,0.0305,4.49e-06,0.0754,0.266,133.822,240760,4,3
4476,Snow Patrol,Eyes Open,Chasing Cars,11bD1JtSjlIgKgZG2134DZ,0.563,0.5920000000000001,9,-4.571000000000001,1,0.0276,5.08e-05,0.132,0.136,104.016,267933,4,2
4477,The Temptations,The Temptations Sing Smokey,My Girl,6RrXd9Hph4hYR4bf3dbM6H,0.5720000000000001,0.418,0,-10.738,1,0.0349,0.0,0.0961,0.6940000000000001,104.566,165000,4,6
4478,Norah Jones,Come Away With Me,Turn Me On,6FjAGZp7c0Z2uaL3eHkXsx,0.57,0.172,10,-10.897,1,0.0344,1.14e-06,0.114,0.521,84.948,154640,3,0
4479,Eric Clapton,Classic Eric Clapton,Wonderful Tonight,3GBGdtSuPKI81bzrniHuF3,0.569,0.287,7,-11.843,1,0.0266,0.0599,0.22399999999999998,0.46299999999999997,95.426,222627,4,2
4480,Gabrielle,Rise,Out Of Reach,0HKD13PLq2WicViBBhSrOl,0.51,0.48,11,-6.567,1,0.0452,0.0,0.106,0.496,182.862,196987,4,3
4481,Various Artists,Armageddon - The Album,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,0.38299999999999995,0.662,2,-5.162000000000001,1,0.0333,0.0,0.248,0.138,121.154,298760,4,3
4482,The Righteous Brothers,Rock N' Roll Legends,Unchained Melody,2ACjOtICHXrAlP3ijVMSvb,0.349,0.326,0,-10.749,1,0.0286,0.00144,0.665,0.297,98.88799999999999,215853,3,5
4483,Joe Cocker,Classics (Vol.4),You Are So Beautiful,5Yo8iKcDFk5aJ2Pntaz8UH,0.376,0.11900000000000001,1,-17.643,1,0.0431,0.0321,0.156,0.0752,122.679,162973,4,2
4484,Cyndi Lauper,The Essential Cyndi Lauper,Time After Time,6G41H0Zd0kQ1WXWDoEotoJ,0.728,0.45399999999999996,0,-9.281,1,0.0278,1.39e-06,0.0831,0.32299999999999995,130.368,241160,4,2
4485,James Arthur,Back from the Edge,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059000000000000004,0.0,0.0902,0.494,85.04299999999999,211467,4,2
4486,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,0.7390000000000001,0.511,9,-7.843999999999999,1,0.0362,1.34e-06,0.133,0.542,96.038,215360,4,6
4487,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Iris,6vrUTGn5p8IrfTZ0J6sIVM,0.29100000000000004,0.79,11,-5.683,0,0.0363,5.61e-06,0.0811,0.513,155.667,289907,3,0
4488,Ronan Keating,Ronan,When You Say Nothing At All,306LQdB2k5yBGsiIV2oeC3,0.5670000000000001,0.452,7,-10.647,1,0.023,1.2e-06,0.0869,0.35200000000000004,86.969,258227,4,2
4489,Céline Dion,All The Way... A Decade Of Song,It's All Coming Back to Me Now - Radio Version,5w84TM00wX2Oa9F7UETpPJ,0.365,0.51,0,-8.146,1,0.0543,0.0,0.0946,0.326,174.949,329667,4,3
4490,Berlin,Take My Breath Away,Take My Breath Away,1hZJcuz9iMoz6tLkFlIaUy,0.578,0.47700000000000004,1,-8.119,1,0.0228,0.00031,0.124,0.511,95.89200000000001,264213,4,2
4491,Duffy,Rockferry,Warwick Avenue,3K4r00KlXytLJDfuytngmx,0.493,0.59,0,-5.814,0,0.0392,0.0,0.121,0.502,169.908,226387,4,3
4492,Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,76qB2ZEZlEJAMqMqUjKusp,0.52,0.363,1,-12.655,1,0.0286,1.13e-05,0.0609,0.273,131.224,393640,4,2
4493,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),Perfect Duet (Ed Sheeran & Beyoncé),1bhUWB0zJMIKr9yVPrkEuI,0.5870000000000001,0.299,8,-7.365,1,0.0263,0.0,0.12300000000000001,0.35600000000000004,94.992,259550,3,0
4494,The Calling,The Best Of...,Wherever You Will Go,37qI0mchgzUSeUhPiwUWPY,0.551,0.696,2,-6.192,1,0.0265,0.0,0.127,0.354,112.024,209360,4,6
4495,Savage Garden,Savage Garden,Truly Madly Deeply,69hwHdKl4Y1HusAutt3W6q,0.555,0.698,0,-8.874,1,0.0287,0.0,0.0851,0.816,168.12,277267,4,3
4496,Amy Winehouse,Back To Black (Deluxe Edition),"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",6nLvaCZFR1wEzW3sIKpsnr,0.772,0.371,5,-5.742999999999999,0,0.0348,0.0,0.16699999999999998,0.684,96.574,233733,4,7
4497,Elvis Presley,Elvis 75 - Good Rockin' Tonight,Can't Help Falling in Love,5l5oJ7rf3ZODYsrAS1hah4,0.395,0.307,2,-13.508,1,0.0277,9.87e-05,0.10300000000000001,0.341,100.01100000000001,182467,3,0
4498,The Police,Synchronicity (Remastered),Every Breath You Take - Remastered 2003,5C0LFQARavkPpn7JgA4sLk,0.82,0.452,1,-9.796,1,0.0348,0.00294,0.0701,0.74,117.40100000000001,253250,4,6
4499,Enrique Iglesias,Escape,Hero,3Y8WRvVlQHMvtBwaV4TGlJ,0.555,0.638,7,-5.555,1,0.0418,2.3100000000000002e-05,0.107,0.149,151.933,264240,4,3
4500,Mariah Carey,The Emancipation of Mimi,We Belong Together,4EI8VuxUuIHKfafU72emqz,0.84,0.47600000000000003,0,-7.917999999999999,1,0.0629,0.0,0.0865,0.767,139.987,201400,4,6
4501,Wham!,The Final,Careless Whisper,2R7858bg0GHuBBxjTyOL7N,0.583,0.545,2,-11.698,0,0.0351,0.0,0.133,0.8,153.25,302600,4,7
4502,Kelly Clarkson,Breakaway,Because of You,3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.0,0.12300000000000001,0.136,140.039,219493,4,7
4503,Bill Withers,Just As I Am,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.479,0.41600000000000004,4,-11.450999999999999,0,0.124,1.7199999999999998e-05,0.11800000000000001,0.514,79.593,125093,4,7
4504,Prince,Purple Rain,Purple Rain,54X78diSLoUDI3joC2bjMz,0.36700000000000005,0.452,10,-10.422,1,0.0307,0.00228,0.6890000000000001,0.18899999999999997,113.066,520787,4,5
4505,U2,The Best of 1980-1990 & B-Sides,With Or Without You,2JZfTvWWtpaE8NohqRXqFr,0.546,0.485,2,-9.424,1,0.027000000000000003,0.318,0.0939,0.106,109.913,295200,4,2
4506,Leona Lewis,Spirit,Bleeding Love,6LtPIXlIzPOTF8vTecYjRe,0.635,0.647,5,-5.865,1,0.0351,0.0,0.154,0.203,104.054,262693,4,2
4507,The Bangles,The Essential Bangles,Eternal Flame,5MoDQWMDMaAGDEiWsJfeCi,0.526,0.358,4,-7.239,0,0.0243,0.0,0.0942,0.4,78.988,238027,3,0
4508,Foreigner,No End in Sight: The Very Best of Foreigner,I Want to Know What Love Is - 2008 Remaster,5DeXQ3qADuDmqsosnZAK3o,0.48,0.529,6,-7.825,1,0.0275,4.27e-06,0.257,0.469,81.527,295480,4,2
4509,Percy Sledge,The Atlantic Recordings,When a Man Loves a Woman - 2000 Remaster,4aOYzIRv0jl8VShCWZr1hA,0.526,0.436,1,-6.02,1,0.0232,7.69e-06,0.11800000000000001,0.28600000000000003,96.90299999999999,175693,3,0
4510,Alicia Keys,As I Am,No One,0JEqGkvUiMTQmFY6sgL9kg,0.649,0.552,1,-5.419,0,0.0292,6.47e-06,0.111,0.158,89.969,253813,4,7
4511,Bonnie Tyler,Ravishing - The Best Of,Total Eclipse of the Heart,5p34sF7EskpzTuW3RGy9fs,0.428,0.644,8,-7.582000000000001,1,0.0628,0.0,0.11900000000000001,0.113,129.43200000000002,270547,4,3
4512,Various Artists,80s 100 Hits,Sexual Healing,7pwTNqKRrJlb0wd476AFO5,0.8,0.418,8,-17.007,1,0.0668,0.00020299999999999997,0.0759,0.727,94.381,236693,4,6
4513,Robbie Williams,In And Out Of Consciousness: Greatest Hits 1990 - 2010,Angels - 2004 Mix,6ZczpQ30czzU2lI8FTMzUg,0.39299999999999996,0.601,4,-6.075,1,0.0298,1.88e-05,0.13,0.306,150.039,267414,4,3
4514,Céline Dion,Let's Talk About Love,"My Heart Will Go On - Love Theme from ""Titanic""",3oEHQmhvFLiE7ZYES0ulzv,0.428,0.276,4,-11.729000000000001,1,0.0312,5.33e-06,0.11699999999999999,0.0382,99.195,280000,1,0
4515,Dolly Parton,Jolene,I Will Always Love You,6nRvgo4ySezQKD1D7NIqAu,0.446,0.142,9,-13.498,1,0.0335,0.00114,0.10099999999999999,0.156,135.724,176093,4,2
4516,James Bay,Chaos And The Calm,Let It Go,40EB7ABUO6MoWMUwPKptJ7,0.546,0.311,1,-10.395999999999999,1,0.0288,1.65e-05,0.107,0.24600000000000002,147.464,260533,4,2
4517,Various Artists,Love's Greatest Hits,Endless Love,4GBPZmnLHEMdthyo2RDolF,0.439,0.33799999999999997,10,-10.107999999999999,1,0.0252,0.00042,0.188,0.21600000000000003,93.573,265613,4,2
4518,Paolo Nutini,These Streets,Last Request,6xM8oBy40nK1rOd8WmoOPx,0.605,0.7040000000000001,5,-6.564,1,0.0476,0.0,0.13699999999999998,0.4,80.925,220413,4,6
4519,Roy Orbison,The Essential Roy Orbison,"Oh, Pretty Woman",52HAHV1j93s5B8GoTNI7DJ,0.608,0.5820000000000001,9,-9.734,1,0.0355,0.0,0.0854,0.9520000000000001,127.29700000000001,176933,4,6
4520,Various Artists,Songs About Love (UMGI Version),I'll Be There,74yt57iOVeQZWXScUQu0pn,0.52,0.493,5,-8.052,1,0.0257,6.39e-06,0.599,0.295,93.695,237347,4,5
4521,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,4LOgi2TAAoKU9ImfzRrCPO,0.26899999999999996,0.5720000000000001,9,-7.361000000000001,0,0.0278,1.3e-06,0.12300000000000001,0.364,69.83,243360,4,2
4522,Sinéad O'Connor,I Do Not Want What I Haven't Got,Nothing Compares 2 U,3nvuPQTw2zuFAVuLsC9IYQ,0.511,0.574,5,-7.016,1,0.0273,2.33e-05,0.105,0.161,119.917,280040,4,2
4523,Madness,Complete Madness,It Must Be Love,2ohy1uevBkPZc4ibN8wMHU,0.5379999999999999,0.521,7,-7.332000000000001,1,0.0334,6.77e-05,0.188,0.621,147.13,200120,4,3
4524,Frank Sinatra,The World We Knew,Somethin' Stupid,3cVWNLd0uEHkc2tnBoE3Ay,0.262,0.32799999999999996,4,-12.897,1,0.0376,0.0,0.22699999999999998,0.5329999999999999,207.074,162493,4,3
4525,Whitney Houston,The Bodyguard - Original Soundtrack Album,I Have Nothing,31er9IGsfFbwqy1pH4aiTP,0.54,0.401,0,-10.499,1,0.0364,0.0,0.16399999999999998,0.24,152.974,289160,3,0
4526,Vanessa Carlton,Best Of,A Thousand Miles,6Qm9MaditCcx5V62rVHYqu,0.488,0.833,11,-3.8760000000000003,1,0.0387,0.0,0.192,0.257,94.84100000000001,237440,4,3
4527,Luther Vandross,Never Too Much,Never Too Much,3nFJbZCHP4d9vduKjJLdBL,0.7340000000000001,0.583,2,-11.866,1,0.129,0.0,0.0367,0.76,109.935,230467,4,6
4528,James Morrison,"Songs For You, Truths For Me",You Make It Real,6jDI4Ibinec4DOR8snT3eK,0.317,0.57,0,-5.331,1,0.0324,0.0,0.145,0.322,84.25299999999999,211400,4,2
4529,Aretha Franklin,The Queen Of Soul,I Say a Little Prayer,1FwlOJvpcuYN6Sj3qo070C,0.601,0.419,9,-10.59,1,0.0325,0.000732,0.141,0.478,133.205,212107,4,2
4530,Otis Redding,The Dock of the Bay,(Sittin' On) the Dock of the Bay,4Y4Gd3ty8uut6Qw43c7yJc,0.486,0.312,2,-13.522,1,0.0533,1.59e-06,0.0601,0.598,205.917,166827,4,3
4531,Various Artists,The Lion King: Special Edition Original Soundtrack (English Version),Can You Feel the Love Tonight,4f6jZRNyjZQ8ltv1txgZUG,0.309,0.275,10,-12.612,1,0.0332,0.000408,0.11,0.161,123.865,241280,4,2
4532,Mariah Carey,Music Box,Without You,1kMOJBmpfWD9fir6st9uqS,0.5760000000000001,0.526,6,-8.524,1,0.0325,2.01e-06,0.0548,0.147,122.06,213667,4,2
4533,Roberta Flack,Killing Me Softly,Killing Me Softly with His Song,3gsCAGsWr6pUm1Vy7CPPob,0.47700000000000004,0.381,5,-10.237,0,0.0342,0.0,0.0615,0.32899999999999996,121.568,286920,4,2
4534,All-4-One,All-4-One,I Swear,4WUnM4KNZ0kjp0CUeoyOnS,0.532,0.40700000000000003,6,-9.658,0,0.0233,0.0,0.11699999999999999,0.23,83.20700000000001,259853,4,2
4535,Various Artists,Dirty Dancing (Original Motion Picture Soundtrack),Be My Baby,64tCsJOa1BkDS09PuqTEy6,0.51,0.619,4,-12.806,1,0.037000000000000005,1.06e-06,0.0664,0.823,129.482,159760,4,6
4536,Barry White,The Ultimate Collection,"You're The First, The Last, My Everything",0jIA3DQGOF7rY6Z0py3XOw,0.639,0.597,5,-10.574000000000002,1,0.0302,0.0298,0.0777,0.879,130.214,206760,4,6
4537,Stevie Wonder,For Once In My Life,For Once In My Life,2yNWwardt8VzlpNBWrGYD6,0.5660000000000001,0.48200000000000004,6,-13.047,1,0.0411,0.0,0.26899999999999996,0.856,109.046,170600,4,6
4538,The Real Thing,The Very Best Of,You to Me Are Everything,7MjZ1zJatHDSEfH7CSvptX,0.595,0.9209999999999999,0,-7.329,1,0.0987,0.0,0.812,0.937,102.35,208840,4,5
4539,Barry Manilow,Ultimate Manilow,Mandy,4oV4dVj0evVFhjPLvUz8w8,0.325,0.42100000000000004,10,-8.859,1,0.0278,1.03e-06,0.126,0.39,104.146,197733,4,2
4540,Paloma Faith,Fall To Grace (Deluxe),Just Be,04BwE5LUGe3VhyS08aHR95,0.561,0.136,5,-9.651,1,0.0471,0.0,0.133,0.3,119.55799999999999,277840,3,0
4541,John Legend,Get Lifted,Ordinary People,1Wb3DUQg9UDc4kzkQH7WnN,0.521,0.134,10,-13.969000000000001,1,0.066,0.0,0.0838,0.35600000000000004,95.185,281307,4,2
4542,Billy Joel,The Stranger (Legacy Edition),She's Always a Woman,5RgFlk1fcClZd0Y4SGYhqH,0.292,0.324,3,-11.995999999999999,1,0.0346,0.00047300000000000006,0.12,0.384,176.63099999999997,201373,3,0
4543,Crowded House,The Very Very Best Of Crowded House,Don't Dream It's Over,1fiDe8sb2DMEU4JGPOIEB1,0.44299999999999995,0.732,8,-6.747999999999999,1,0.0408,2.09e-05,0.0675,0.489,80.76899999999999,238363,4,6
4544,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4LloVtxNZpeh7q7xdi1DQc,0.315,0.29600000000000004,5,-13.262,1,0.0317,0.0,0.7020000000000001,0.436,172.638,263573,4,5
4545,Sam Smith,Lay Me Down,Lay Me Down - Single Version,7r4dwgu3hzR60pVulZ9IP9,0.45899999999999996,0.179,4,-10.931,1,0.038,0.0,0.121,0.273,127.867,219045,4,2
4546,Whitney Houston,Whitney Houston,Saving All My Love for You,1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,6,-14.567,0,0.0263,4.22e-05,0.275,0.264,99.304,238467,3,0
4547,David Gray,White Ladder,Babylon,5jLqVCGlKNYrLqCA1Qy4FV,0.737,0.5429999999999999,8,-10.402999999999999,1,0.0374,0.01,0.10300000000000001,0.256,112.016,265667,4,2
4548,Tracy Chapman,Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037000000000000005,0.0,0.131,0.19399999999999998,103.95100000000001,296800,4,2
4549,Eagle-Eye Cherry,Desireless,Save Tonight,0smyCrJiibi2uwCiq5R1vj,0.547,0.7070000000000001,0,-8.74,1,0.0338,0.000149,0.285,0.654,119.57600000000001,242733,4,6
4550,Spandau Ballet,True - The Digital E.P.,True - Single Edit,0CsM8VGDi38kusMv3pxyj1,0.7440000000000001,0.545,0,-9.361,1,0.0297,0.0977,0.0649,0.34600000000000003,97.40899999999999,328293,4,2
4551,Boyz II Men,II,I'll Make Love To You,7dfl9X38RhIvB3oSmmneq3,0.5589999999999999,0.49,2,-8.06,1,0.0247,0.0,0.099,0.20199999999999999,142.447,236760,3,0
4552,Jess Glynne,I Cry When I Laugh,Take Me Home,76eBb8heDKtUg68WiKX9j1,0.5579999999999999,0.451,9,-6.162999999999999,1,0.0388,0.0,0.10099999999999999,0.23800000000000002,150.00799999999998,265382,4,3
4553,Stephen Fretwell,Run (UK),Run,6NPryRnhyIEQoGoC6UuERW,0.484,0.474,7,-12.421,1,0.037000000000000005,0.00147,0.0403,0.368,119.527,273987,4,2
4554,Lady Gaga,A Star Is Born Soundtrack,Shallow,2VxeLyX666F8uXCJ0dZF8B,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.0,0.231,0.32299999999999995,95.79899999999999,215733,4,2
4555,Take That,Nobody Else (Deluxe),Back for Good - Radio Mix,24fQpRwKFkC3Fe8QtvvrNw,0.6,0.504,5,-9.761000000000001,1,0.0292,0.0,0.13699999999999998,0.547,78.961,242267,4,2
4556,LeAnn Rimes,Greatest Hits,How Do I Live,7BD50ATrF3Vab5FQy7vtK8,0.5770000000000001,0.462,2,-7.989,1,0.0279,0.0,0.0822,0.258,128.303,266973,4,2
4557,Train,Drops Of Jupiter,Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,0.46799999999999997,0.64,0,-5.862,1,0.0275,0.0,0.154,0.499,79.297,259933,4,2
4558,Shania Twain,Come On Over,You're Still The One,7cCf8vPXJw4e7e2CQYyYgi,0.556,0.513,3,-7.2010000000000005,1,0.028999999999999998,0.0,0.237,0.665,133.803,212560,4,6
4559,Lifehouse,Lifehouse,You And Me,0815caqt2Lytro5EIzMufT,0.45899999999999996,0.42700000000000005,7,-7.734,1,0.0267,0.0,0.168,0.354,139.90200000000002,195493,3,0
4560,Alt Bloom,Astronaut Complex,Sway,4r7nmEv6sJ5h3tMVoziqi3,0.441,0.462,9,-8.745,0,0.0743,0.0,0.105,0.179,125.51100000000001,169947,4,7
4561,John Mayer,Continuum,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,0.6679999999999999,0.361,1,-8.69,0,0.0273,0.00506,0.0805,0.28800000000000003,134.15,242000,5,7
4562,Ray LaMontagne,Trouble,Hold You in My Arms,1U1GtaJeYwGsPgqV9Me5bb,0.505,0.322,7,-13.809000000000001,1,0.0315,0.000106,0.147,0.581,170.145,306200,3,0
4563,Joy Oladokun,if you got a problem,if you got a problem,6SA3uHu5KES0z0xhTc9kwW,0.623,0.478,11,-7.26,1,0.04,0.0,0.107,0.306,153.886,186922,4,3
4564,Patrick Droney,The Wire (Alternate Version),The Wire - Alternate Version,0ZwGSa87JHR86PJa3Fzgru,0.5,0.299,0,-7.767,1,0.0478,0.0,0.0866,0.34,96.01700000000001,221063,4,2
4565,Lord Huron,The Night We Met (feat. Phoebe Bridgers),The Night We Met (feat. Phoebe Bridgers),5JVlz4JCy3cv8pZB12sKJL,0.41700000000000004,0.36200000000000004,9,-11.109000000000002,1,0.0409,0.172,0.631,0.12,174.00400000000002,209081,3,0
4566,The Teskey Brothers,Forever You and Me,Forever You and Me,4GUaG3df9nbrj77GKEB76j,0.509,0.467,8,-4.94,1,0.0331,9.98e-06,0.0971,0.5379999999999999,175.15900000000002,175593,3,0
4567,Wilder Woods,Wilder Woods,Supply & Demand,0tsUIJakq2RksuC1YixAHX,0.49200000000000005,0.804,8,-5.053,1,0.078,1.55e-06,0.071,0.574,159.95600000000002,196451,4,3
4568,Allen Stone,Building Balance,Consider Me,6p0xVnT5K3UdxKqQ0Fgytw,0.469,0.664,9,-5.138,0,0.0806,0.0,0.10099999999999999,0.527,77.767,184952,4,7
4569,Jack Botts,Hold You Tapes,Hold You,7E0RRIV0kb6ijUFaoKzfSf,0.6609999999999999,0.5760000000000001,5,-9.059,1,0.0635,7.85e-06,0.0983,0.64,90.046,226500,4,6
4570,Sam MacPherson,Something Simple,Something Simple,4a1HMAk6ABM11NPJvBkkeT,0.5379999999999999,0.161,11,-18.538,1,0.0436,0.005529999999999999,0.168,0.37799999999999995,75.635,230000,4,2
4571,Declan J Donovan,Fallen so Young,Fallen so Young,3y4uSQwxHckyRcvafEilkN,0.552,0.35600000000000004,10,-7.608,1,0.027000000000000003,0.0,0.17300000000000001,0.196,109.76299999999999,232164,4,2
4572,Black Pumas,Black Pumas,Colors,6vaSStNN5NX4nJ4QbRY3S0,0.391,0.6920000000000001,1,-6.542999999999999,0,0.0462,1.58e-05,0.191,0.56,180.00799999999998,246587,4,3
4573,Brittany Howard,Jaime,Stay High,4vtyIW5uMCzu827nc5ThVt,0.598,0.853,9,-5.372999999999999,1,0.0546,0.00298,0.132,0.315,122.012,191396,1,0
4574,Van Morrison,Moondance (Expanded Edition),Crazy Love - 2013 Remaster,2hjAc6x8EoSLhGxRNg8KEw,0.575,0.188,9,-18.758,1,0.0959,4.3700000000000005e-05,0.228,0.33399999999999996,77.464,155453,4,2
4575,Leon Bridges,Good Thing,Beyond,1Omt5bfz1tZUCqd26HxbS0,0.58,0.687,6,-5.4,1,0.106,0.0,0.109,0.187,76.014,240600,4,2
4576,John Mayer,Continuum,Gravity,3SktMqZmo3M9zbB7oKMIF7,0.764,0.326,7,-9.883,1,0.0342,0.0013,0.24,0.237,123.98,245827,3,0
4577,Lake Street Dive,Side Pony,Mistakes,0Sox7tv3MK5h6AkFLUPHtY,0.753,0.39,6,-7.294,0,0.0403,0.0008150000000000001,0.125,0.374,136.747,248387,4,7
4578,LÉON,LÉON,Come Home To Me,2K8elWg8ihrZRwZJ7Gy6L3,0.66,0.193,11,-8.904,1,0.0725,0.0,0.0953,0.29600000000000004,82.035,225868,4,2
4579,Stevie Wonder,For Once In My Life,For Once In My Life,2yNWwardt8VzlpNBWrGYD6,0.5660000000000001,0.48200000000000004,6,-13.047,1,0.0411,0.0,0.26899999999999996,0.856,109.046,170600,4,6
4580,Seinabo Sey,Spotify Singles,Breathe - Recorded At Spotify Studios Stockholm,7nmA2R4IQSfZpMYFhXY9r7,0.52,0.601,9,-7.803999999999999,1,0.193,0.0,0.0933,0.608,169.97400000000002,234473,4,3
4581,Taylor Swift,folklore,august,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,7.28e-05,0.0925,0.40299999999999997,89.93700000000001,261923,4,2
4582,Tom Speight,Dakota,Dakota,6zUVhz0qHuwtZETMf7vgUT,0.621,0.29600000000000004,3,-9.801,1,0.0291,6.75e-05,0.10300000000000001,0.257,121.91799999999999,294499,4,2
4583,Hiss Golden Messenger,Heart Like a Levee,Highland Grace,3KN0D3jPB4Hqi1xyuOoeKL,0.6809999999999999,0.319,3,-9.927,1,0.0395,5.6999999999999996e-05,0.113,0.21,121.78299999999999,358440,4,2
4584,Haley Reinhart,Better,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,0.41,0.0485,0,-13.918,1,0.038,0.0,0.10800000000000001,0.247,137.97,173175,4,2
4585,Caitlyn Smith,Supernova,Lonely Together,53I947ZA36ggSE3DfnzEY7,0.523,0.225,4,-6.792999999999999,1,0.0327,0.00364,0.10300000000000001,0.131,72.116,249720,4,2
4586,Patrick Droney,State of the Heart,Where You Are,6GJoFuKS9JRNmNgGJzCDmW,0.53,0.655,2,-7.797000000000001,1,0.0419,0.00013000000000000002,0.105,0.35,140.109,211627,4,3
4587,Jack Botts,Hold You Tapes,Liquid Love,20f37PJbRwppnrX861JwDF,0.685,0.293,4,-13.252,1,0.0402,0.000183,0.0755,0.134,106.005,191033,4,2
4588,Forest Blakk,If You Love Her,If You Love Her,727Z2S2mtNH46CbP9EWPwY,0.28600000000000003,0.445,6,-8.087,1,0.0347,0.0,0.114,0.278,50.827,217352,4,2
4589,Black Pumas,Black Pumas,Black Moon Rising,5IyAmgatrXCLiBFQE91J04,0.529,0.613,3,-7.61,0,0.037000000000000005,0.005379999999999999,0.141,0.732,159.414,221947,4,7
4590,Michael Kiwanuka,Cold Little Heart (Radio Edit),Cold Little Heart - Radio Edit,7KX65PC1UZuImsUInThbav,0.629,0.58,7,-6.207999999999999,0,0.0278,0.00035299999999999996,0.436,0.655,110.264,210300,4,5
4591,Alec Bailey,Callin',Callin',0Iq41nl0uuZqPCF5gKH3Li,0.611,0.32799999999999996,6,-8.43,1,0.0368,8.16e-06,0.109,0.214,137.132,188676,4,2
4592,Lianne La Havas,Blood,Green & Gold,4VPpZXXeZHfpzvHNaPjLcF,0.7,0.4,7,-8.46,1,0.0465,0.000321,0.55,0.28,93.959,278200,4,5
4593,Irma,Venom of Angels,Venom of Angels,6CZT7NYQ6dAHDtGWRf9dJz,0.371,0.38799999999999996,11,-6.665,1,0.0402,0.0,0.327,0.444,170.185,222987,3,0
4594,Norah Jones,Come Away With Me (Deluxe Edition),Come Away With Me,52FKX00U3PnzrBQmbMTB8b,0.38,0.11900000000000001,0,-14.245999999999999,1,0.0332,2.4e-06,0.149,0.156,163.139,198227,4,2
4595,Adam Melchor,Two Songs For Now,The Last Song On Earth,6n8QYU46m0dO6HIKG0GN8S,0.433,0.349,2,-8.18,1,0.0322,0.0,0.242,0.35700000000000004,102.56200000000001,233311,4,2
4596,Charlie Brennan,Little Things,Little Things,74mU4zNiHJl990F6gqBG4p,0.593,0.488,4,-9.72,0,0.154,0.0,0.35100000000000003,0.423,164.183,146837,4,7
4597,Declan J Donovan,Perfectly Imperfect,Perfectly Imperfect,1gRxJURUiIEpsNGfhIKCrF,0.501,0.377,2,-5.747000000000001,1,0.0404,0.0,0.11699999999999999,0.177,104.979,204086,4,2
4598,Michael Kiwanuka,Home Again,Home Again,46EuzanXhKwIc7755wLAvS,0.524,0.321,9,-11.452,0,0.032,0.0,0.124,0.27,85.32799999999999,212373,4,2
4599,Prateek Kuhad,cold/mess,with you/for you,7eTy1IzCaICfm6JYy1BV4u,0.731,0.317,6,-13.775,1,0.0358,0.149,0.106,0.33,114.07799999999999,231898,4,2
4600,JP Cooper,Raised Under Grey Skies (Deluxe),In The Silence,3cYop2sOcoM1U2eCuZKiPI,0.503,0.299,8,-8.017000000000001,1,0.0252,0.0,0.0935,0.105,95.0,199949,4,2
4601,Birdy,Birdy (Deluxe Version),Fire and Rain,1yMFKpJmelH28ciFqYys7c,0.48700000000000004,0.5529999999999999,5,-6.277,1,0.0305,2.88e-06,0.111,0.106,77.667,187413,4,2
4602,Lizzy McAlpine,Pancakes for Dinner,Pancakes for Dinner,6xKmHTA27EgOhWXIRppr32,0.753,0.266,11,-11.453,1,0.0478,0.0,0.11,0.321,142.026,235035,4,2
4603,Kathryn Gallagher,Crosslegged in the Kitchen,Crosslegged in the Kitchen,70a9dOCUmb2iJFA044fG6c,0.6579999999999999,0.632,9,-6.5920000000000005,1,0.0803,0.000129,0.11800000000000001,0.5920000000000001,166.11599999999999,209500,4,3
4604,Nick Wilson,Enough to Know You,Enough to Know You,4jFP1o8ceblBeeYY9E1cFr,0.48100000000000004,0.33899999999999997,3,-8.639,1,0.0319,0.0,0.163,0.114,145.733,205494,4,2
