,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
37,Mark Generous,Parallel Parking Only,Gamecube Loading Screen,5L4omYhzNpc9zK4Y2fkwRI,0.706,0.369,11,-11.01,1,0.0683,0.297,0.261,0.508,90.038,96007,4
38,High John,HighSáez,Rainy Day,5b2pZuGJVlnVBTMGDQVhmJ,0.522,0.236,4,-8.81,0,0.0373,0.439,0.112,0.689,167.703,79688,4
39,Miscél,Threads,Fuzz,3iroK6SSKb3lJpCQKYP1gk,0.607,0.115,0,-17.877,0,0.0387,0.933,0.103,0.143,82.957,92583,4
40,Saib,Jet Set,Jet Set,3QnFMeJXIvaqoSRlni1Bwl,0.655,0.736,8,-7.984,0,0.187,0.884,0.892,0.891,87.018,151820,4
41,Mujo,Essence,Essence,4pe1gufGGU3fHh5dhRxRLg,0.385,0.176,9,-11.984,0,0.0918,0.154,0.335,0.563,217.358,108169,5
42,Kan Sano,DT pt.3,DT pt.3,5mdDR3IiaePEjw9NGXNlGf,0.787,0.569,6,-6.094,1,0.217,1.52e-05,0.196,0.587,94.074,173616,4
43,Yokomeshi,Tica,Tica,0TbP8PMzDHZjf5ocW37yto,0.762,0.378,1,-7.304,0,0.0569,0.604,0.125,0.659,140.184,123429,3
44,Dylan Sitts,On Track,On Track,4XpqkTCAhqdW2LOIbh5WNn,0.784,0.547,1,-7.262,1,0.0467,0.872,0.0977,0.207,90.082,131500,4
45,Saib,Sangria in Spain,Sangria in Spain,6MLcmv9xFPlzsnLQ6xkWlo,0.858,0.733,1,-7.902,1,0.175,0.365,0.243,0.806,94.008,141064,4
46,L One,Pack It,Pack It,7CXFNdBUWiAFWYNSS1JWQR,0.515,0.444,10,-8.763,0,0.0921,0.042,0.133,0.55,87.222,166367,4
47,NICKELMAN,Fly,Fly,3er5KNqecEwHMz5PPLIT6r,0.491,0.533,5,-7.788,0,0.62,0.0063,0.228,0.43,170.099,154552,4
48,Nogymx,Mantra,Mantra,0YujDBL42417VRfnHi2rdo,0.744,0.249,9,-17.473,1,0.0994,0.821,0.0524,0.526,75.512,140000,4
49,Psalm Trees,Whatsreal,Whatsreal,61lsEaRkz1gXrfEoQ5yUzt,0.724,0.223,9,-8.563,1,0.0533,0.842,0.116,0.743,81.036,148125,4
50,URCHN,Ova,Ova,3bHSr5nxcXLoUr6LyRYTuT,0.745,0.298,11,-12.227,0,0.0383,0.926,0.144,0.234,100.022,123600,4
51,Alberto Droguett,Ocean Waves,Ocean Waves,03qYV8hat9j4ttaPN2HKfh,0.79,0.552,9,-10.572,1,0.192,0.116,0.0956,0.685,88.036,169091,4
52,Kuranes,CHRONICLES vol.2,this life,3VAhcUf8nWbHn1ystlrvhI,0.645,0.312,5,-9.209,1,0.0612,0.879,0.104,0.433,162.142,95714,4
53,DYVN,Coastal Drift,Coastal Drift,2VBmbnFWjxMsjHA4QTeU6o,0.815,0.592,5,-5.558,0,0.0447,0.873,0.207,0.431,88.008,132412,4
54,F. Of Audiotreats,Jazz Apple,Jazz Apple,1X4FlTe5ECNONBfbUWcpXf,0.718,0.655,11,-6.659,0,0.031,0.233,0.11,0.571,89.89,140312,4
55,V. James,keep in mind,keep in mind,2dsS4ryKRRykuRQZEMcZSu,0.742,0.19,2,-14.343,1,0.224,0.886,0.0978,0.116,171.967,123533,4
56,Ai_No_Hana,The Night I Drank Too Much,The Night I Drank Too Much,0jVidjRxTXgXUAnnsBKK1s,0.832,0.15,1,-10.468,0,0.0948,0.931,0.104,0.513,85.005,91756,4
57,Knowsum,Traffic,poopoop,4XCFfPCt4kb3oBd1pQyEHj,0.495,0.363,5,-9.454,1,0.0926,0.873,0.105,0.82,174.202,104828,4
58,Ufa Palava,Dusted,Dusted,3XcmdZcd9I6XT2q0IxW1KI,0.756,0.232,3,-11.751,0,0.288,0.627,0.185,0.33,81.004,118519,4
59,Lodge Records,Morning Cartoons,Morning Cartoons,0KjQTnwnwBddIkplN5xsU8,0.592,0.502,7,-8.65,0,0.277,0.527,0.205,0.289,164.685,127961,4
60,Peter Kind,Hello,Hello,4ZiuK6Y2WGVi0UajR3aIUD,0.778,0.348,1,-11.291,0,0.0712,0.366,0.396,0.345,83.975,124152,4
61,Shierro,Lotus Lake,Lotus Lake,7gMaYxpTpNIhJXjZYAGX9D,0.684,0.446,6,-7.305,1,0.0748,0.883,0.105,0.248,179.947,117429,4
62,Mujo,Jasmine Tea,Jasmine Tea,4Gr7YJGPPGIe5tfdu5hyzf,0.546,0.287,2,-8.533,1,0.319,0.827,0.0965,0.342,79.674,126880,4
63,Minthaze,Dissociation,Cows In The Distance,5UD0l9bmyi6cILD4nxIcYV,0.825,0.345,2,-11.079,1,0.0393,0.925,0.179,0.583,81.965,116960,4
64,Nokiaa,Two Colours,Two Colours,5p39ZChrnnpFDnhlv5OT7w,0.731,0.305,11,-8.939,1,0.0633,0.355,0.192,0.475,93.053,121290,4
65,yeyts.,Rubberband,Rubberband,3gCnoDKLaiHoScvQuUAKeh,0.503,0.83,1,-8.019,1,0.0737,0.939,0.171,0.791,184.77,111490,4
66,Glimlip,Umlati,Umlati,5PWV0tcxhQFZjEsN1UBKCf,0.78,0.454,6,-9.133,0,0.0695,0.916,0.091,0.443,82.059,132439,4
67,Thelonious Coltrane,Education,Education,4SwV9qy9H2ObCS5y3G32Cw,0.75,0.746,10,-4.839,0,0.172,0.0966,0.122,0.532,95.998,274798,4
68,Chris Mazuera,Dozing,Day 12,51Dae1jpRALuKCnR9LofRZ,0.839,0.408,11,-10.202,0,0.439,0.925,0.11,0.425,86.063,122791,4
69,Mujo,"Collabs, Vol 2",Cloud Walking,1A2KuZ3ojY7MdfZrkecxiY,0.695,0.256,10,-8.609,0,0.0518,0.786,0.253,0.363,86.089,118942,4
70,S I M,Paddling pool,Paddling pool,5Dj4tUDgACFSEkDzlYlHZ4,0.795,0.559,4,-5.567,1,0.0367,0.264,0.851,0.885,83.61,167874,4
71,Handbook,Rewind,(I) Think I'm in Love,6joJ8ibXQvcPWjQ2ZIpPGB,0.634,0.55,1,-5.949,1,0.0542,0.000173,0.0911,0.719,90.001,200075,4
72,Figub Brazlevic,Fainting Of Rejection,Fainting Of Rejection,5qymBHAVVGAxaDk5bYkrBB,0.729,0.423,1,-11.49,1,0.0713,0.872,0.0819,0.392,85.004,116471,4
73,7apes,Juveniles,Juveniles,4v6tBoTZzfqMy4A2rWfvzS,0.79,0.358,10,-10.271,0,0.0975,0.348,0.198,0.579,92.006,125400,4
74,Sling Dilly,Constellation,Constellation,7CCGMuXZtGEN7GvZcKPrzr,0.754,0.379,3,-11.783,1,0.0327,0.849,0.192,0.53,85.007,101651,4
75,The BREED,Best Regards,Best Regards,4DAgTthT39ZAJTv6Vya7df,0.783,0.477,3,-6.074,0,0.086,0.355,0.13,0.575,87.001,156360,4
76,Kavv,Chet's Dip Cuts,Chet's Dip Cuts,31SKs7K6vBqP83AaQ578pn,0.66,0.446,2,-4.596,1,0.0494,0.689,0.069,0.223,88.171,87276,4
77,Loop Schrauber,Verano,Verano,68eEbyrrYDI1SPbxfz84zw,0.752,0.251,9,-13.839,1,0.439,0.89,0.115,0.784,87.026,110345,4
78,aimless,Dreamscape,sunset cruise,1Hg3AkNPFx7fBAbfhktzKy,0.71,0.197,5,-12.606,1,0.53,0.123,0.116,0.456,78.0,94815,4
79,twuan,THE MACHINE,THE MACHINE,4edUiv5NAqU6EDAHp7Qta4,0.537,0.521,6,-11.163,1,0.0774,0.017,0.904,0.319,81.976,108262,4
0,Chris Donner,Rites of Passage,Rites of Passage,3m9k6Jc0EvtZEQLUfYd0e9,0.221,0.0557,2,-31.648,1,0.0497,0.929,0.095,0.176,159.687,191000,4
1,Ever So Blue,Remembering,Remembering,15BXZpDEzGSoKRdqvEieXQ,0.295,0.0693,4,-25.177,1,0.0357,0.909,0.105,0.262,118.817,121423,3
2,Irma Kantola,Morning Sun,Morning Sun,3qp1ushu4Ve2Vl5keFaUDM,0.242,0.0544,8,-26.277,1,0.0404,0.915,0.107,0.263,103.436,147062,1
3,Akane,Color Me Blue,Color Me Blue,1PYVWMwBocquvlCpYzwwxA,0.361,0.137,3,-25.83,0,0.0518,0.949,0.0988,0.249,88.766,190635,4
4,Damien Jeunet,Waiting,Waiting,6bt1Qb3CCzQkXkXu3FzEeX,0.451,0.11,9,-29.814,1,0.0344,0.928,0.106,0.246,98.961,164101,4
5,Bryan Zingerman,Four Waltz,Pointed Leaves,31u3s9hi7vrqm40Kh49j32,0.419,0.0373,0,-21.704,0,0.0565,0.898,0.112,0.125,115.763,166067,3
6,William Cas,Your Love,Your Love,000tG7ZCNMDFLzIxobVSUZ,0.431,0.0486,6,-23.585,1,0.0334,0.906,0.107,0.345,156.648,160091,3
7,Mauro Cangemi,Continuo,Continuo,3AogJjKJYSIEiXx8Xfq9Z9,0.428,0.112,0,-21.152,1,0.0467,0.897,0.112,0.215,99.653,134217,4
8,Carla Simmons,Distant Lovers,Float Away,5uNxH6IeDRZnn9KiRtIflT,0.304,0.0432,10,-28.937,1,0.0465,0.934,0.106,0.166,173.301,163375,4
9,Gideon Lewis,Opening Up,Opening Up,3qROrX6c2jW9lArTRnAKGf,0.436,0.0151,10,-19.251,0,0.0517,0.93,0.126,0.0393,110.407,147390,4
10,Edgar De Vries,Quiet Cove,Quiet Cove,5gqstUNfi8kZBSsGDtk4ND,0.244,0.0408,3,-31.731,1,0.0489,0.924,0.106,0.371,199.993,201125,3
11,Dexter Mills,Unfinished Story,Unfinished Story,0pdWIu5FMVfPECxtZIV1Py,0.496,0.00421,8,-29.396,1,0.0377,0.952,0.112,0.0682,71.416,137968,4
12,Novum Cordis,Love Will Set Us Free,Love Will Set Us Free,4vO8oT2rdWcCzHYTEcoJGl,0.375,0.0229,9,-28.864,1,0.108,0.951,0.0893,0.226,178.953,145314,4
13,Benjamin Walter Stevens,Chill Dove,Country Fields,0rmF2Dyj4xC10meRuGN6FZ,0.527,0.0465,2,-26.695,1,0.0439,0.807,0.0977,0.154,120.004,184250,3
14,Taylor Driskell,Stretch of Clouds,Tree Angels,7hzvYJMRKjJas7foTUrO1J,0.254,0.0157,10,-24.851,1,0.0477,0.943,0.105,0.257,205.294,170091,3
15,Alfred Mizzi,Sinkadus,Sinkadus,0dLptfXupd4zsgppQgrvVO,0.401,0.0419,3,-29.581,1,0.0364,0.839,0.11,0.372,120.66,152812,3
16,Massimo Corciani,Le parole non bastano,Le parole non bastano,3q257jNovvy9u7dW3BOo4u,0.367,0.00888,4,-29.144,0,0.0532,0.914,0.0948,0.052,109.885,151944,4
17,Benjamin Waldmann,Circles,Circles,7pDMaPfKcCiBovr98OYb5d,0.618,0.0454,7,-26.528,0,0.0385,0.948,0.103,0.529,94.506,174355,3
18,Maren Andrews,Shadow Swing,Twin Fifteens,0KLG1xUVWBQHX6JVPW7IoA,0.612,0.0311,10,-23.148,1,0.0433,0.868,0.112,0.203,120.027,167778,4
19,Gerald Sherman,Pigeon Prelude,Tree Rhythm,7wksCozvMX6I0imUoTWBCE,0.503,0.0409,3,-30.746,1,0.0498,0.851,0.108,0.485,120.425,170741,1
20,Monty Reiss,Light Textures,Satin Night,6FDLRVWrSK9eHkg1sMF8Hl,0.41,0.0105,6,-25.507,1,0.0473,0.959,0.104,0.12,65.255,140666,3
21,Ossie Woods,Le Beau,Le Beau,2sXivDlzfbHQAPrGYKhWbP,0.397,0.0173,5,-24.128,1,0.0465,0.962,0.115,0.15,129.808,205303,3
22,Tim Missel,The Morning After,The Morning After,5ua7qZZVNiysfAbcN5IS6e,0.443,0.00669,6,-28.435,1,0.0411,0.959,0.101,0.198,109.066,136500,4
23,Aurelius Conner,Turning Ahead,Turning Ahead,0IBQM8tB107DZs0YCcXSt0,0.276,0.0507,2,-25.719,0,0.0382,0.867,0.107,0.145,97.772,183129,4
24,Ole-Bjørn Talstad,The Deep End,The Deep End,5SqntbiG519DFOWmTd9B2K,0.526,0.0733,2,-27.083,1,0.0317,0.963,0.116,0.358,140.989,129000,4
25,Minik Jakobsen,Infatuation,Infatuation,3EOylKjaenyKmwO4R9IDBz,0.269,0.1,1,-28.801,1,0.0493,0.96,0.103,0.358,169.029,155000,4
26,Petit Lilou,Nuageux,Nuageux,6SxecKjiavy2JnHSo3THF8,0.239,0.0264,9,-31.312,0,0.0405,0.796,0.0938,0.0757,144.363,175914,3
27,Jonas Holmes,Autumn Sessions Watching The Apple Tree,Must,5Z9LClwDtSCjaRoeaG7QmQ,0.365,0.0145,4,-20.417,0,0.0482,0.954,0.0933,0.268,176.099,166000,3
28,Amalgamare,Legend,Legend,6ManJ5S1o9oDqzEoRRAqcU,0.357,0.113,0,-24.648,0,0.0363,0.938,0.109,0.0513,150.531,152960,3
29,Gino Carbone,Round Corners,Round Corners,5Xihr5cDsWzZoAXDYXIyQT,0.348,0.159,4,-20.835,0,0.0376,0.937,0.103,0.108,122.842,146880,4
30,Joy Meyer-Williams,The Dreams We Left Behind,The Dreams We Left Behind,6KZtv7JVe8fKXaIHPj3Gb2,0.561,0.0236,6,-29.608,1,0.0639,0.928,0.108,0.181,125.029,182663,3
31,Emanuel Driesen,Nocturne,Nocturne,6rotz7JFg3WMGt3fRBewPo,0.275,0.0306,2,-28.018,1,0.0414,0.87,0.126,0.0332,133.257,145914,4
32,Cedric Armfeldt,Sweet Redolence,Sweet Redolence,0BXq9t3wTA8HMqFPvGxZYf,0.395,0.0307,2,-31.07,1,0.0482,0.896,0.109,0.386,131.514,114400,4
33,Alstad,She Keeps to Herself,She Keeps to Herself,2F4AGG1MBVpmX59XlrT6wI,0.291,0.0182,7,-30.257,0,0.0414,0.929,0.0886,0.0779,129.616,137854,5
34,Kelli Carswell,Mirror Image,Mirror Image,6yPemeVzF0Ew5oYNxOYoqI,0.257,0.0471,9,-27.62,0,0.045,0.929,0.114,0.48,181.809,132000,3
35,Sean Oban,Ripples,Ripples,3xE0JN7dBupo1lrr6WvZSl,0.482,0.103,2,-28.133,0,0.0315,0.909,0.0979,0.308,107.59,132000,3
36,Darija Horvat,Dovidenja,Dovidenja,71Hs7PGCNa1466R9Wiobo0,0.0,0.0181,4,-30.676,0,0.0,0.842,0.0795,0.0,0.0,129250,0
37,Eline Neteland,Hengivenhet,Hengivenhet,09xhHABxdKi798ORUSbor5,0.303,0.0554,3,-26.195,1,0.0713,0.923,0.112,0.494,201.791,120000,4
38,Dominique Charpentier,À l'ombre du figuier,À l'ombre du figuier,4N1OWWEGVQCKq8tppVEozG,0.153,0.0191,9,-25.451,0,0.0403,0.939,0.0856,0.0819,59.826,168000,4
39,Martha Sines,Sea Of Revival,Sea Of Revival,2uiKpgfOX9OHiE6UuYAkU8,0.246,0.172,9,-20.009,0,0.0425,0.928,0.103,0.331,132.001,150013,4
40,Ragnar Seaholm,Steady The Ship,Steady The Ship,4tZrXQIEgv3dydaHjKL6Le,0.366,0.0215,1,-26.658,0,0.0433,0.954,0.0952,0.265,156.492,156000,3
41,Alexander Descartes,Seconda parte,Seconda parte,7mHt21QVehLVUZxDAJC9qJ,0.283,0.0506,10,-27.134,1,0.0398,0.895,0.123,0.224,107.821,201075,4
42,Alfons Daiminger,Freedom,the time has come,3c0jigaQuhR3R4c6RGX6Ao,0.383,0.00952,5,-24.973,1,0.063,0.926,0.111,0.0865,135.194,146811,3
43,Amity Fall,Mysa,Mysa,4nXPDQcgsGu4DUKDsS93AA,0.48,0.0387,9,-26.12,1,0.0548,0.901,0.0968,0.282,95.083,134666,3
44,Jacob Higgins,Knowing,Knowing,5ZCVigQ6yH25D61oA2fE4T,0.376,0.0145,3,-30.0,1,0.0418,0.883,0.111,0.51,136.949,152114,3
45,Ezequiel Johnson,Always Watching Over You,Always Watching Over You,3g3Ff3nRjNXQlXsYgTM8GT,0.215,0.0397,7,-32.43,1,0.0481,0.935,0.118,0.204,173.678,150000,4
46,Stacie Weldon,That Someone Special,That Someone Special,00XW9mCxZofGawH8OIdnBV,0.407,0.0132,3,-30.891,1,0.0477,0.89,0.112,0.123,72.799,150000,3
47,Mavis Marchena,Desalniettemin,Desalniettemin,3nm9jlY1vOwilh9o1Ap5cI,0.445,0.0418,6,-24.967,1,0.0606,0.955,0.113,0.3,133.198,172375,4
48,Jef Martens,All The Little Things You Say,All The Little Things You Say,4gMk88vLEk2ecyYjdNPZpm,0.349,0.0977,8,-24.791,0,0.0334,0.926,0.106,0.288,113.111,124375,4
49,Pontus De Bjorn,Agile,Agile,6mib8jl6fASfaAahkDoCr8,0.355,0.0117,8,-32.75,0,0.0412,0.891,0.0999,0.161,124.238,206250,3
50,Arden Forest,Kiriume,Kiriume,6VaWHjTTcKiPjWEkejHkMR,0.373,0.112,7,-22.063,1,0.0428,0.914,0.104,0.501,110.651,144264,4
51,Lama House,Heart of the River of the Sun,Heart of the River of the Sun,2YIC6Cp33wgMVEYruivCuH,0.472,0.124,10,-22.252,1,0.041,0.917,0.112,0.0759,109.567,151782,4
52,Aleisha Millar,Never Unsaid,Never Unsaid,1zG58ldyABiNx05Brxkktd,0.262,0.12,9,-25.537,1,0.0577,0.938,0.0838,0.413,184.837,137875,4
53,Cory Mickens,United,United,7aw2vM9GkttgVrbao29wju,0.258,0.132,1,-28.306,1,0.0692,0.957,0.102,0.299,185.069,123500,4
54,Jacob LaVallee,Marginal Way,Marginal Way,6CUBqFUFxIwiHAriS5DZbU,0.36,0.0714,9,-23.33,1,0.0464,0.933,0.0969,0.195,116.016,178586,3
55,Johann Willmann,Tagesanbruch,Tagesanbruch,1aDHl6cO56wwlqKb4hS41w,0.462,0.0174,6,-26.2,1,0.0414,0.879,0.108,0.173,77.495,155916,3
56,Nelson Haynes,Madrigal,Blue River,789zWw6YwOpoDXoyRXaG1R,0.198,0.0185,2,-33.234,1,0.0473,0.899,0.0961,0.28,202.207,201000,3
57,Elena Miguel,L'estétique,L'estétique,7jTY0nAzuv2Gm3Y7MCQR5Z,0.458,0.0273,7,-26.902,1,0.0397,0.953,0.113,0.338,69.283,119496,4
58,Avery Hall,As if She Were The Sun,As if She Were The Sun,5AhXtjD4g5KCV5A0z2jpeD,0.395,0.015,7,-27.584,1,0.0449,0.924,0.0983,0.425,122.789,130252,3
59,Stephan Moccio,Sea Change,Sea Change,3pJnfyKoVePwVmljB6Wun1,0.458,0.00701,8,-34.755,1,0.0438,0.948,0.102,0.0939,118.444,171213,3
60,Finn Forsberg,The Eleventh Hour,The Eleventh Hour,3tW3lL5dCnjKIUfKf22qQN,0.232,0.151,3,-27.277,1,0.041,0.936,0.105,0.336,167.129,154875,4
61,Megan Wofford,Uprise,Uprise,2Ys6Pl9WewP7ubO6kpevWI,0.26,0.0312,5,-22.242,1,0.046,0.956,0.102,0.334,201.632,139808,4
62,John Ozbay,Half Asleep,Half Asleep,7adjz8f5Qdi7jSbMWoXRNi,0.329,0.0236,5,-30.679,0,0.0485,0.934,0.119,0.16,144.683,154051,4
63,Mia Gutierrez,Alla Deriva,Alla Deriva,0GVKdRSpoLvSnkRTzD9sRF,0.373,0.0201,3,-21.194,1,0.0395,0.934,0.125,0.0947,174.463,179258,3
64,Roland Toubin,Presque l'amour,Presque l'amour,03VbBcRhqaoH04MMlxlGIC,0.435,0.031,8,-25.814,1,0.0373,0.954,0.0997,0.197,110.152,142719,4
65,Danilo Stankovic,Stories,Stories,2IUmKvRTXla9wu8EtYmO6x,0.426,0.0933,9,-25.044,1,0.039,0.863,0.139,0.111,180.129,96026,4
66,Bo Beauve,Elmo Dawn,Elmo Dawn,5TS35gt7vTSBTUmYHlEq3R,0.42,0.0509,4,-27.772,0,0.0381,0.881,0.112,0.232,86.179,120550,4
67,Abel Laloux,Chronostasis,Chronostasis,4vLkjOq0df258sEL7zrtE0,0.379,0.0591,3,-27.298,1,0.0339,0.932,0.137,0.428,109.679,154625,4
68,Jan Thiel,Seeme,Reisida,39ObnHa9VOJIwR1nULLXJI,0.499,0.0321,0,-27.78,0,0.0321,0.941,0.0851,0.266,95.921,175500,4
69,Eik Octobre,Lonely Children,Lonely Children,3qOEq8x1ayOUmvcEvzkPux,0.463,0.0623,9,-27.676,0,0.0351,0.93,0.111,0.225,81.154,164000,4
70,Novum Cordis,Bridge to Nowhere,Bridge to Nowhere,1A6rVJJddqf7ct6FnK6cHE,0.284,0.0675,0,-25.328,0,0.0384,0.902,0.118,0.198,107.303,171446,4
71,Orson D'Aubigné,Dans vos bras,Dans vos bras,5qHa8gZdBKxvseAyE2R2qe,0.414,0.128,2,-24.615,1,0.0461,0.954,0.0962,0.139,112.439,158000,3
72,Anna Goya,I Can't Meet U,I Can't Meet U,0Iygz7s7yEU8RBvFmfFRKW,0.26,0.0844,3,-29.409,1,0.0498,0.888,0.111,0.241,117.514,168454,3
73,Eugene Goh,Roadtrip,Roadtrip,5vSLJ57UaeLdeB5Ar6mstE,0.601,0.0848,11,-23.327,1,0.0498,0.936,0.1,0.182,119.162,186364,4
74,Eric Sebastian,Simple Suggestions,Simple Suggestions,52bXR3beVhKroLAvB2lsRm,0.211,0.02,1,-27.685,1,0.039,0.941,0.101,0.3,199.759,251500,4
75,Agnes Klein,Vierzylinder,Vierzylinder,3QI14HQnAH2BB5CffziKaF,0.324,0.0137,2,-26.755,0,0.0384,0.917,0.108,0.0399,68.204,169459,4
76,James Keer,Something Like Love,Something Like Love,1SHZMSLi7z0lNlo6ljl0PC,0.452,0.0358,0,-30.801,1,0.0604,0.923,0.0959,0.164,125.196,162000,3
77,Petra Birgisdóttir,Mývatn,Mývatn,5ub9LeeFOXQrbBNScxNq2x,0.394,0.0382,5,-26.952,1,0.0945,0.959,0.103,0.489,164.186,118750,4
78,Amity Fall,Bagatelles,Salvador,0k1PA8kqHD51C49Owjcx5S,0.523,0.0987,6,-29.661,1,0.056,0.89,0.101,0.519,77.128,140060,3
79,Ellen Wince,Why Do We Change?,Why Do We Change?,4UJ9CeB5TeQfHdhGvwYKnH,0.286,0.0555,10,-26.357,1,0.0424,0.919,0.101,0.069,175.27,166474,4
80,Guilliaume Om,Consideratium,Consideratium,1pKCmEcXVbQD2D26TbdKTN,0.419,0.0527,2,-24.482,0,0.0467,0.902,0.0931,0.0562,120.883,132842,4
81,Norman Dück,Above All,Above All,5tqYD8BloQ3CiOuhucJlfw,0.479,0.0455,9,-25.444,0,0.0614,0.964,0.0967,0.174,68.29,124235,4
82,Ivan Vladusic,Winter´s Passing,Winter´s Passing,0HXWR7kXRRDsmSeBgAgpPz,0.365,0.0379,5,-32.124,1,0.0439,0.944,0.115,0.184,117.936,218125,4
83,Ever So Blue,Traces,Onthou,0CoSBNNeO8JgayAfLttECk,0.307,0.05,0,-27.964,1,0.0345,0.94,0.105,0.41,138.484,128333,4
84,Ali Toygar,Silfra,Silfra,6S5Nl4Hp7D2ypkGPzUqbTg,0.28,0.0791,11,-24.851,0,0.0497,0.951,0.101,0.154,150.045,176000,3
85,Lux Tigon,High Above,Ocean,3mLVz3Hbb4wD3TV7eY5W4z,0.249,0.0136,0,-32.011,0,0.0465,0.88,0.109,0.0881,126.148,131809,4
86,Wolfgang Schulmann,Auf dem Felde,Auf dem Felde,41DUMAp3y9qP384vrS0f2r,0.332,0.028,0,-24.11,1,0.0399,0.901,0.123,0.216,110.099,108497,4
87,Eric Cadogan,She Is Mine,She Is Mine,4KZ8A6nT4Zeemg5bjXS6dn,0.314,0.0573,4,-29.916,1,0.0568,0.943,0.0911,0.225,167.234,146062,4
88,Ole-Bjørn Talstad,Where Are You Now,Where Are You Now,4fmG6hh126lwv3IKzXM1gD,0.351,0.119,4,-26.665,0,0.0311,0.894,0.0965,0.323,136.814,158500,3
89,Robert Gafforelli,Oddities,Silhouette,4Eq7aF59snLVoxPKUAHhUz,0.409,0.00617,3,-33.092,1,0.042,0.915,0.111,0.327,111.009,212375,4
90,Harriet Ward,Endearing,Endearing,3iyyTUxW6Y7StfgGFzwHte,0.491,0.00441,9,-28.548,0,0.0511,0.932,0.108,0.148,112.669,137266,4
91,S.A. Karl,Aldebaran,Equus,7BbUNLqsUWQAM0QUNoFZWs,0.39,0.0434,2,-22.244,1,0.0543,0.938,0.108,0.255,163.797,134000,3
92,Jef Martens,When She Flows,When She Flows,0kI6c7wGZ5h3njJ5wF4nMw,0.365,0.116,3,-27.249,0,0.0302,0.915,0.0917,0.193,126.305,130125,3
93,Becca Hodges,Keepsake,Keepsake,0YBCgDLu77pzN0SyBW5JMN,0.386,0.0113,7,-33.489,0,0.0644,0.96,0.0876,0.212,95.695,146375,4
94,Tim Missel,Spellbreaking,Spellbreaking,0baV2o4ykd6wIdv06jjZ7l,0.397,0.0551,10,-24.317,0,0.0439,0.902,0.117,0.135,96.788,187363,4
95,John Deigen,Opportunity Knocks,Opportunity Knocks,1T81HdwFZ2bzZYBFZ6tc13,0.38,0.0167,11,-28.864,0,0.0427,0.924,0.102,0.0741,146.315,149750,3
96,Allysium,Refraction,Refraction,0fb16xi6nGQi15crUCDrw8,0.329,0.0172,5,-32.193,1,0.0456,0.938,0.0968,0.283,137.644,179500,4
97,Joel Lyssarides,Dreamer,Silent Agreement,4rcbkYwipgC6L1GQzPhZoK,0.23,0.0274,8,-29.02,0,0.0449,0.933,0.0993,0.0394,68.028,135467,3
98,Zuzana Kudová,Prozatím,Prozatím,3dS8RW1e5gd5rbSmNjDAPe,0.374,0.0653,5,-29.019,1,0.0424,0.903,0.144,0.318,102.237,123500,3
99,Aeyes Libe,Epiphany,Epiphany,0DhwopSy06N6fkE0SycMQh,0.376,0.0647,9,-20.86,0,0.0524,0.921,0.102,0.0391,133.55,200000,4
0,Various Artists,Lazy Sunday,3 Am,0o2wfhuVXkvX81VXaqftiF,0.559,0.25,0,-12.112,1,0.0505,0.883,0.107,0.0398,75.008,158588,4
1,iamalex,Beginnings,Above Water,4polKZNHDr1yDRnssQv5IE,0.708,0.471,7,-14.221,1,0.122,0.125,0.339,0.361,146.17,95345,4
2,BluntOne,Autumn in Budapest,Aether,3I50R6EP8uSQ5BGfjy9v6c,0.745,0.151,6,-16.372,1,0.0413,0.28,0.11,0.101,79.988,170504,4
3,Various Artists,3 Am. Study Session,After Sunset,2iSRdZZpV8NhJOLaLdaoSD,0.682,0.105,5,-16.983,1,0.0337,0.884,0.0896,0.258,124.027,160645,4
4,BluntOne,Autumn in Budapest,Air Never Been So Fresh,32ttAMcC2scovrKVCJw5WX,0.744,0.133,1,-12.652,1,0.0631,0.888,0.146,0.248,128.004,137342,4
5,Sitting Duck,Wonderland Chapter 1,Ancient Tales,0zKp9aHrrpkhV7nccqd0YZ,0.618,0.289,0,-15.303,1,0.0439,0.823,0.1,0.132,79.91,134625,4
6,BluntOne,Cloud Surfing,Antarctic Sunrise,7w0TU9Lq6SLz3O74ivsNBF,0.458,0.13,4,-10.488,0,0.116,0.915,0.0779,0.282,80.992,145417,4
7,chief.,Time Remembered,ashes,1Cny7Pn75VfyIjoDOk9aGk,0.652,0.194,5,-10.017,0,0.0591,0.665,0.095,0.353,78.825,158215,1
8,Flitz&Suppe,Yokai,Ato,3425s5AtXBR3W3asGco0Tj,0.57,0.285,6,-9.724,0,0.0472,0.826,0.118,0.243,80.993,170370,4
9,Yasumu,Until Forever,At the Sea,4GUpreonDXgwCKCZSAsTPm,0.619,0.0936,9,-16.143,0,0.0513,0.938,0.0825,0.329,77.051,178839,4
10,brillion.,Bedtime Stories Pt. 2,Aurora,0ROmRiHAde824gTQu12rXy,0.668,0.25,6,-15.841,1,0.0484,0.963,0.118,0.186,122.028,182951,4
11,Flovry,Ages Ago,Backpack City,6Fv9r2ov4aWPArkb5cKIZR,0.666,0.197,4,-15.365,1,0.0692,0.881,0.109,0.12,77.079,151731,4
